"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"PCDHA9",21.4989593805903,6.20198510742703,2.6743316672728,0.00010718963844412,0.000563777405281999
"PCDHA10",65.9087300785485,8.01145794032317,2.63668260920675,3.68043422235726e-07,3.28593016192158e-06
"AC005609.1",64.5340554331362,8.72402920985668,2.66555746401583,2.36588803617678e-08,2.59433731673422e-07
"PCDHA11",112.362755524872,5.19848456329115,0.849192541464358,2.30334635462822e-10,3.57252195343958e-09
"PCDHA12",73.0804100217981,8.77495502609842,2.69423534238742,3.26624377948748e-08,3.51314094707078e-07
"PCDHA13",11.1767944659714,5.39456128035621,3.21718384146813,0.00144026426673937,0.00553751786029831
"PCDHAC1",48.5463019492404,8.72016332885219,2.7356379603866,7.48029712548996e-08,7.58500542035366e-07
"PCDHAC2",56.6660171909366,6.16504791395237,1.19376033960653,5.99422894264979e-08,6.18638069612707e-07
"PCDHB1",3.5154898301588,0.507130925387807,1.18821295381243,0.0695723790353386,0.142603128274302
"PCDHB2",281.184983215154,2.25597482384542,0.649106173223121,7.58938457179579e-05,0.000413267057377627
"AC005754.7",3.50229020765706,0.518210064884476,1.19178863655252,0.0756175374208849,0.152215734681756
"PCDHB3",61.154948354726,1.26746102768012,1.07969676026551,0.0558465928119128,0.119920305517069
"AC005754.8",24.5180562382046,6.03839681465538,2.58810468090062,9.58696390042542e-05,0.000510403174070484
"PCDHB4",27.0526064018109,1.15787810205958,0.855285417133677,0.0574976897067024,0.122489230026844
"PCDHB5",239.411181499037,1.84330348451534,0.607566652634803,0.000523880238068143,0.00228998529664347
"PCDHB6",9.01127035925561,-0.111587335052815,0.81245184908082,0.816736882768951,0.882444980004148
"PCDHB17",4.51573688689512,0.630070351543297,1.26880401072497,0.0655670504202681,0.136086853943695
"PCDHB7",15.0250684163254,-0.807850675994773,0.943718283612286,0.164454059435923,0.277779494139956
"PCDHB8",12.1215314786943,0.152605992673034,0.884080012324902,0.731943461240877,0.819165215607079
"PCDHB16",57.2957643269034,1.61612569356784,0.674903801489337,0.00415544767594727,0.0138068704061776
"PCDHB10",46.6233385113975,0.994665526646095,1.18758674143453,0.100700283338885,0.190314479550631
"PCDHB11",6.20668910533627,1.65361339465194,3.40312244825914,0.0140661611698029,0.0388954982954469
"PCDHB12",50.9868334973953,0.659273029582414,0.937831251754854,0.228608882135117,0.356077232607263
"PCDHB13",32.9372455867938,3.29435821528208,1.03558780451197,0.000148162111098474,0.000751379531330476
"PCDHB14",56.2605021726055,0.717498913554892,0.822247834551118,0.203643208502898,0.32682142815963
"PCDHB15",152.706991529471,3.27605597987858,0.768595384563692,2.0236463093234e-06,1.56744479625357e-05
"TAF7",2594.53291161391,0.229832523260769,0.361056437292513,0.491473005078008,0.623639230454718
"AC005618.6",30.8934197599482,1.16328095843525,1.02828747932304,0.070752665528593,0.144639512204481
"PCDHGA1",16.0685093544684,0.0871456460198483,0.864189953388924,0.855314661625035,0.909656628223458
"PCDHGA2",20.7219818929587,-1.91569032627836,1.13579369866811,0.0112562862534383,0.0322074816318341
"PCDHGA3",12.9100316572155,-1.2246618173011,1.47657686609572,0.0553676655057321,0.119079086272112
"PCDHGB1",20.9985435183101,0.31815580013594,0.68699258614332,0.539561648225012,0.667041295600674
"PCDHGA4",27.9396620937265,-1.17356304557455,0.871779510796106,0.0544868446624483,0.117535112557313
"PCDHGB2",31.9872997175187,-0.0604918380809675,0.701328028281057,0.90206747562157,0.939236495400021
"PCDHGA5",30.2926513278801,-0.285134654255542,0.707751231251609,0.578930856381673,0.701436498824323
"PCDHGB3",27.8625888964709,0.624414129018085,0.750712314580646,0.25252528893766,0.383551237045812
"PCDHGA6",59.2489687192907,-0.255016029649809,0.620938592140866,0.604363213926455,0.722944699086302
"PCDHGA7",36.3681605692299,-1.37895137069519,0.748322019103141,0.0179801172528471,0.0475649757658665
"PCDHGB4",131.017507818829,0.440323750464219,0.574430458182888,0.357656708552235,0.496214951708715
"PCDHGA8",21.5053192156337,0.848964717238892,0.823738634312123,0.141982813553399,0.248220068232489
"PCDHGA9",18.7480506455194,-0.112526598059578,0.738402871139799,0.820973389837972,0.885521438649824
"PCDHGB6",60.0975955131082,0.895078789534891,0.552707321940227,0.0572648708672291,0.122156541044606
"PCDHGA10",147.292019913749,-0.06705798533892,0.733155943720517,0.887899176219848,0.929453382562175
"PCDHGB7",131.374736887704,0.0658200782755254,0.464044470910345,0.876043959895047,0.922727656535036
"PCDHGA11",138.823523355895,-0.290962604470954,0.519387600938577,0.51258257438336,0.642416223376851
"PCDHGA12",146.075881356531,-3.29488140592946,0.833684925334493,5.79634611643096e-06,4.09038092732936e-05
"PCDHGC3",356.143793829695,-2.74936842957879,0.505780886103001,6.24583328815418e-09,7.54171765916578e-08
"PCDHGC4",18.2691754921704,1.36021611719485,1.04790156088543,0.0425800005484157,0.0965954840436421
"PCDHGC5",12.9608237239687,-0.590227302795573,1.03241197161684,0.235311925461429,0.364129976870175
