Source,Target,Weight
MAFK,TMEM167A,0.102543144424649
NFE2,TMEM167A,0.106154102055989
NFE2L2_2,TMEM167A,0.0845560872906816
BCL11A,LINC00430,0.0970015312298423
ERG,LINC00430,0.122710041833849
UNKNOWN-ESC-ELEMENT,LINC00430,0.102755979959417
ETS1,LINC00430,0.077713617697208
ETS1-DISTAL,LINC00430,0.126190680068557
EWS:ERG-FUSION,LINC00430,0.169270006534117
EWS:FLI1-FUSION,LINC00430,0.148474069669605
FOXF1,LINC00430,0.131636336111225
FOXL2_2,LINC00430,0.127257253749243
GFI1B,LINC00430,0.148771525153397
HAND2,LINC00430,0.0903814811985127
PITX1:EBOX,LINC00430,0.0612507131119214
TEAD1,LINC00430,0.0827673805229188
TEAD,LINC00430,0.0525904924726016
ZIC3,LINC00430,0.103438257518017
TFAP2C,CAPN13,0.064450141958023
ATF3,CAPN13,0.0830077993559879
BATF,CAPN13,0.0624448011080563
ELF1,CAPN13,0.060327023254
ETS1-DISTAL,CAPN13,0.056631445673636
ETS,CAPN13,0.0719767591642186
FOX:EBOX,CAPN13,0.0519352722595802
FRA2,CAPN13,0.0791001459503425
GATA3,CAPN13,0.182633939243172
GRHL2,CAPN13,0.0978157644824311
HAND2,CAPN13,0.0763470172083118
JUN,CAPN13,0.0698727145201213
SPI1,CAPN13,0.108822844605761
ZIC3,CAPN13,0.0800912746350411
ZNF382,CAPN13,0.119736714218944
ZNF467,CAPN13,0.066230375043045
PRDM10,CD226,0.0542529121479331
SPI1,CD226,0.144800991177897
ZNF467,CD226,0.101411001971308
ATF3,MACF1,0.606635751719312
CDX2,MACF1,0.0949702433789319
FRA2,MACF1,0.638782215834511
HOXB13,MACF1,0.0589074184185813
HOXD13,MACF1,0.0601474980582809
JUN,MACF1,0.642887101510844
NFATC1,MACF1,0.148548112125
SRF,MACF1,0.0986053363962852
TBP,MACF1,0.0624230032896958
FOS,LOC105378311,0.0705334280171263
ATF4,LOC105378311,0.0530340459346808
DDIT3,LOC105378311,0.0559703815414832
HRE,LOC105378311,0.350416831372914
IRF3,LOC105378311,0.0737268960657137
MAZ,LOC105378311,0.09019289792814
NFATC1,LOC105378311,0.17021864992673
OCT4:SOX17,LOC105378311,0.0723513543805464
OCT4-SOX2-TCF-NANOG,LOC105378311,0.287675229915157
STAT5A,LOC105378311,0.0650012235321213
CEBP:CEBP,TUBE1,0.185026322857216
RAR:RXR,TUBE1,0.135967206140372
FOXO3,TUBE1,0.0721692578604095
FOXP1,TUBE1,0.121011857373433
NR5A2_2,TUBE1,0.0557474360266172
PPARA,TUBE1,0.059293876790746
RARG,TUBE1,0.194334049736304
RXRA,TUBE1,0.0521515557066362
SLUG,TUBE1,0.0815480467961359
ZNF528,TUBE1,0.199534085857876
FOS,MIR592,0.675826585452185
ATF3,MIR592,0.675686623588986
BACH1,MIR592,0.225802911428208
BACH2,MIR592,0.219137161949271
BATF,MIR592,0.667261912890664
ERG,MIR592,0.0859521995711917
ETS1-DISTAL,MIR592,0.14492470694591
EWS:FLI1-FUSION,MIR592,0.0921707723581887
FRA2,MIR592,0.675942411929371
GATA2,MIR592,0.103873103540591
GATA6,MIR592,0.0513757170027412
GATA1,MIR592,0.0934869398249802
HOXA10,MIR592,0.0646120185179649
HOXD12,MIR592,0.105480590376086
JUN,MIR592,0.670092765757144
MAFA,MIR592,0.107852987786701
NFE2L2,MIR592,0.187126335197113
NFE2,MIR592,0.325919765204863
NKX3-1,MIR592,0.0784870019550677
NFE2L2_2,MIR592,0.360005942958182
OCT:OCT_3,MIR592,0.863621218938186
TCF7,MIR592,0.12228472139946
ZNF415,MIR592,0.0619637881243444
FOS,MPV17,0.079326013424774
TFAP2C,MPV17,0.126476038639747
TFAP2A,MPV17,0.115863189301027
ATF3,MPV17,0.0850782999042705
BATF,MPV17,0.0624448011080563
FRA2,MPV17,0.123455784354217
JUN,MPV17,0.0981716591575382
NFIB,MPV17,0.059595013943591
RBPJ:EBOX,MPV17,0.0659392894311062
ZFP809,MPV17,0.131620382211996
ZFX,MPV17,0.050465234402057
ZNF415,MPV17,0.249363606433823
ZNF467,MPV17,0.0781192441241239
FOS,OSBP2,0.138195492505204
ATF3,OSBP2,0.133893783632523
BACH2,OSBP2,0.0671389875896073
BATF,OSBP2,0.111980723186838
FOXO1,OSBP2,0.0867350509780445
FOXO3,OSBP2,0.0807587670782385
FOXP1,OSBP2,0.115164899404006
FOSL1,OSBP2,0.0714377745027225
FRA2,OSBP2,0.161079636992968
JUN,OSBP2,0.142696245263504
JUNB,OSBP2,0.072515217872993
KLF6,OSBP2,0.0700963028660917
RORC,OSBP2,0.0549744024039053
SPIB,OSBP2,0.067427618755511
TCF12,OSBP2,0.089100727881658
ZNF467,OSBP2,0.101411001971308
FOS,NTM,0.05111519508786
AR,NTM,0.106474991655499
BACH2,NTM,0.11391564481127
IRF:BATF,NTM,0.0915898867965197
BZIP:IRF,NTM,0.0532786723895244
DUX4,NTM,0.0590514710251723
UNKNOWN-ESC-ELEMENT,NTM,0.221079096276661
FRA2,NTM,0.0534331856113607
GLI3,NTM,0.248971245703335
IRF1,NTM,0.197008636205207
IRF8,NTM,0.094053507784777
ISRE,NTM,0.149554727195397
MAFK,NTM,0.170987885002006
NFYA,NTM,0.0589143726823478
PAX8,NTM,0.0514561293299904
PGR,NTM,0.0521679186802044
PRDM1,NTM,0.111140484494114
PR,NTM,0.0505414391075314
SPI1,NTM,0.108822844605761
RBPJ,NTM,0.0595221402720215
ZFX,NTM,0.0507907991368716
ZIC1,NTM,0.0936496345336005
ZNF382,NTM,0.268393218740846
ZNF7,NTM,0.111376345070261
FOS,BCL10,0.0705334280171263
IRF:BATF,BCL10,0.114586117653225
BATF,BCL10,0.0559884976907907
CEBP:CEBP,BCL10,0.0974322280698322
CHR,BCL10,0.0659195954236331
ETS1,BCL10,0.115492158875369
ETS1-DISTAL,BCL10,0.056631445673636
FOXO3,BCL10,0.0721692578604095
FOXP1,BCL10,0.141746783722212
FRA2,BCL10,0.0662867104234725
IRF1,BCL10,0.151127150516104
IRF8,BCL10,0.0693803643332943
ISRE,BCL10,0.109808363128094
MYOG,BCL10,0.104208427620355
PIT1+1BP,BCL10,0.0585564326355448
PPARG,BCL10,0.0697529726171174
PRDM1,BCL10,0.0605907593244036
SPI1,BCL10,0.242112763771442
TEAD1,BCL10,0.111093499384297
TEAD2,BCL10,0.103235181328199
TEAD3,BCL10,0.152287343781276
TEAD,BCL10,0.0717425348854291
FOS,MIR619,0.0889976995873701
BACH1,MIR619,0.207747831075551
BACH2,MIR619,0.219137161949271
UNKNOWN-ESC-ELEMENT,MIR619,0.0938581455682116
ETS1,MIR619,0.0563620994408661
MAFA,MIR619,0.107852987786701
MEF2C,MIR619,0.0528841494089583
MEF2D,MIR619,0.10627016228994
NFE2L2,MIR619,0.135810004715735
NFE2,MIR619,0.211626557081495
NFE2L2_2,MIR619,0.306558042973598
TP53,MIR619,0.0826897148376614
P53_2,MIR619,0.0826897148376614
PRDM15,MIR619,0.0669594039546969
PRDM9,MIR619,0.0556551605435312
RUNX2,MIR619,0.0523372170174433
STAT6,MIR619,0.0761874782160225
STAT6_2,MIR619,0.0896822562744314
ZNF189,MIR619,0.0890724433130617
FOS,PLCD3,0.0551407203423872
ATF3,PLCD3,0.070284418622934
BHLHE40,PLCD3,0.0734497189813077
BHLHE41,PLCD3,0.054487370183488
FRA2,PLCD3,0.0873787586703768
HSF1,PLCD3,0.0911102763533994
JUN,PLCD3,0.103370117420944
MAZ,PLCD3,0.09019289792814
PPARG,PLCD3,0.0545432964895762
RBPJ:EBOX,PLCD3,0.0547859360119152
RFX1,PLCD3,0.276381447119237
RFX2,PLCD3,0.209469566530067
RFX3,PLCD3,0.198828841697089
RXRA,PLCD3,0.135825666419008
TEAD3,PLCD3,0.0930674633097227
NR2C2,PLCD3,0.083119418211399
WT1,PLCD3,0.115281134955531
X-BOX,PLCD3,0.325305277108188
ZFP281,PLCD3,0.10967219981233
ZNF322,PLCD3,0.15432944288258
ZNF382,PLCD3,0.0660263053869739
FOS,LINC01580,0.076551262181957
TFAP2C,LINC01580,0.126476038639747
TFAP2A,LINC01580,0.115863189301027
ATF3,LINC01580,0.0853176668318958
BACH2,LINC01580,0.120516409909466
BATF,LINC01580,0.060394053006438
ERG,LINC01580,0.0905589610225358
ETS1,LINC01580,0.0647143455419571
FRA2,LINC01580,0.0973486600262521
JUN,LINC01580,0.0817673690811403
JUNB,LINC01580,0.0533946741842842
MYF5,LINC01580,0.0700137282887639
MYOG,LINC01580,0.0628783614684206
NFE2L2,LINC01580,0.0541426958331134
ZNF143,LINC01580,0.193127397314036
STAT1,LINC01580,0.0596884582105034
STAT5A,LINC01580,0.0940070486276817
ZNF189,LINC01580,0.0641943536176382
FOS,DTNBP1,0.114010257862009
ATF3,DTNBP1,0.0878150072335416
BACH2,DTNBP1,0.0671389875896073
BATF,DTNBP1,0.0635132448428643
CHR,DTNBP1,0.0732540061295944
ERG,DTNBP1,0.0859521995711917
EWS:FLI1-FUSION,DTNBP1,0.0545463353275246
FRA2,DTNBP1,0.0857177999748281
HAND2,DTNBP1,0.106268292235818
HNF1B,DTNBP1,0.246231324218542
HNF1A,DTNBP1,0.20889721309033
HOXA1,DTNBP1,0.0983525284546574
HOXA2,DTNBP1,0.0705081238472869
JUN,DTNBP1,0.101004615834905
PDX1,DTNBP1,0.11601489744168
FOS,HECTD4,0.079326013424774
ATF3,HECTD4,0.10356191484684
BATF,HECTD4,0.060394053006438
POU3F3,HECTD4,0.0755801197006879
CUX2,HECTD4,0.0507508851692036
ELF5,HECTD4,0.109441657202593
FOSL1,HECTD4,0.0567826863007586
FRA2,HECTD4,0.148303485670157
JUN,HECTD4,0.136569947959593
JUNB,HECTD4,0.0533946741842842
POU5F1,HECTD4,0.0511168313852168
POU3F1,HECTD4,0.142963370807003
SOX4,HECTD4,0.052495528786715
SREBF1,HECTD4,0.0918794529894845
STAT6,HECTD4,0.0547895592417767
STAT6_2,HECTD4,0.0817600641822259
KLF1,LOC400627,0.0972877663889021
KLF3,LOC400627,0.139552333649151
OCT:OCT_3,LOC400627,0.361762274413956
RFX1,LOC400627,0.274247773805143
RFX2,LOC400627,0.329076299684539
RFX3,LOC400627,0.35787104242107
RFX5,LOC400627,0.152421695482109
TEAD3,LOC400627,0.0999877154668363
TEAD,LOC400627,0.0574259264795603
X-BOX,LOC400627,0.241584940995486
ZIC3,LOC400627,0.080551483266645
ZIC1,LOC400627,0.0816198101230705
BZIP:IRF,LINC01663,0.0899678486023867
CHR,LINC01663,0.0680303021355403
ESRRA,LINC01663,0.168025018002347
UNKNOWN-ESC-ELEMENT,LINC01663,0.0984793414998104
FOXH1,LINC01663,0.0634955962070873
HOXB13,LINC01663,0.161731117097745
HOXD13,LINC01663,0.0576062698239578
IRF1,LINC01663,0.160188030251078
IRF3,LINC01663,0.174798996863599
IRF8,LINC01663,0.105902170702231
ISRE,LINC01663,0.157570421993707
NR4A1,LINC01663,0.092468987551468
OCT:OCT_3,LINC01663,0.203929823389382
PPARG,LINC01663,0.0825148063380563
RUNX,LINC01663,0.116824163363007
RUNX1,LINC01663,0.148290453730493
RUNX2,LINC01663,0.0609233952013673
RUNX-AML,LINC01663,0.0750434726068443
TEAD2,LINC01663,0.168777890104055
TEAD3,LINC01663,0.0919252693154753
TEAD4,LINC01663,0.0588132144421819
TEAD,LINC01663,0.0933588411176181
ZEB2,LINC01663,0.142619222409351
EHF,HNF1B,0.0554316890759435
ELF3,HNF1B,0.11393919580537
ELF5,HNF1B,0.0920843407942341
ETS1,HNF1B,0.0870653492873556
FOXA3,HNF1B,0.112175559450681
GATA3,HNF1B,0.0879495926911395
NF1:FOXA1,HNF1B,0.0853598014888337
NFE2L2,HNF1B,0.0980037633608908
NFE2,HNF1B,0.109149987198741
NFE2L2_2,HNF1B,0.0839799353035092
PAX8,HNF1B,0.0963413436855593
SPI1,HNF1B,0.156663095109353
RFX1,HNF1B,0.274247773805143
RFX2,HNF1B,0.324319817025047
RFX3,HNF1B,0.35787104242107
RFX5,HNF1B,0.152421695482109
SOX4,HNF1B,0.0864512702650199
X-BOX,HNF1B,0.241584940995486
ZEB2,HNF1B,0.0895025557611385
ZNF317,HNF1B,0.0502997930514448
FOS,PIEZO2,0.114010257862009
FOXA1:AR,PIEZO2,0.0504209374950404
ATF3,PIEZO2,0.0962855342578536
BACH2,PIEZO2,0.0683196345717398
BATF,PIEZO2,0.0635132448428643
FRA2,PIEZO2,0.0791441506614025
JUN,PIEZO2,0.0901256344189366
MYF5,PIEZO2,0.0662336476377587
MYOG,PIEZO2,0.0628783614684206
PAX3:FKHR-FUSION,PIEZO2,0.0521676849234392
RARG,PIEZO2,0.0734579004680917
RBPJ,PIEZO2,0.0777136761363993
SREBF1,PIEZO2,0.0760334909469081
SREBF2,PIEZO2,0.158084803755659
ZIC1,PIEZO2,0.0759620198159301
ZNF263,PIEZO2,0.0582609640842573
ZNF519,PIEZO2,0.0883186946234837
FOS,BTBD11,0.0761278118016901
ATF3,BTBD11,0.0857020798323644
BATF,BTBD11,0.0647049368321554
ETS1-DISTAL,BTBD11,0.056631445673636
FRA2,BTBD11,0.136480185361733
JUN,BTBD11,0.0945779410876357
SPI1,BTBD11,0.108822844605761
RFX1,BTBD11,0.232683658691993
RFX2,BTBD11,0.164466597203998
RFX3,BTBD11,0.195366378050879
RORA,BTBD11,0.106984464525381
RORC,BTBD11,0.111930465482307
RORG,BTBD11,0.165629595550354
SLUG,BTBD11,0.0808291863037728
STAT1,BTBD11,0.0861439385578954
STAT3+IL21,BTBD11,0.0678953660427945
STAT4,BTBD11,0.0741508139595111
STAT5A,BTBD11,0.105150467384349
X-BOX,BTBD11,0.169433402513033
FOS,TMEM108-AS1,0.100736555264344
ATF3,TMEM108-AS1,0.118595163055801
BACH2,TMEM108-AS1,0.120516409909466
BATF,TMEM108-AS1,0.114031471288456
BZIP:IRF,TMEM108-AS1,0.0599862058902522
DMC1,TMEM108-AS1,0.0970063816827214
FOSL1,TMEM108-AS1,0.0659107711057445
FRA2,TMEM108-AS1,0.156984335344011
JUN,TMEM108-AS1,0.114967141180597
JUNB,TMEM108-AS1,0.0804784342775015
OCT4-SOX2-TCF-NANOG,TMEM108-AS1,0.0796742525658189
PRDM15,TMEM108-AS1,0.151924553281594
SPIB,TMEM108-AS1,0.0656221983790322
ZNF317,TMEM108-AS1,0.100576198123376
POU3F3,SPIN1,0.154170196086247
EHF,SPIN1,0.0638773794439468
ELF3,SPIN1,0.0795483161085355
ERG,SPIN1,0.0634181642785953
ETS:RUNX,SPIN1,0.218722711204466
HAND2,SPIN1,0.0700532331820927
HOXA1,SPIN1,0.0922699436658498
HOXA2,SPIN1,0.15638913218047
MYOG,SPIN1,0.0628783614684206
POU5F1,SPIN1,0.12118466206215
OCT4-SOX2-TCF-NANOG,SPIN1,0.298315837869752
POU3F1,SPIN1,0.200887303771961
PAX7_3,SPIN1,0.0535890429345972
PDX1,SPIN1,0.119387306294073
SPI1,SPIN1,0.0930123551523129
RFX1,SPIN1,0.0853694439554007
TBX20,SPIN1,0.0599409155169832
X-BOX,SPIN1,0.0936418621211556
FOS,TMEM131,0.138195492505204
ATF3,TMEM131,0.131633531030042
BACH2,TMEM131,0.0683196345717398
BATF,TMEM131,0.111980723186838
ERG,TMEM131,0.0859521995711917
ETS1-DISTAL,TMEM131,0.126233808191748
EWS:FLI1-FUSION,TMEM131,0.0666415531931359
FOSL1,TMEM131,0.0791040029369693
FRA2,TMEM131,0.207939160987915
JUN,TMEM131,0.151624409595002
JUNB,TMEM131,0.0804784342775015
MEF2D,TMEM131,0.0529594190873718
NFE2,TMEM131,0.0928161163478778
PPARG,TMEM131,0.0736030634193177
RBPJ:EBOX,TMEM131,0.0827228498591369
PAX8,APBB2,0.11676695139471
ZIC1,APBB2,0.0713676474731447
ZNF165,APBB2,0.0534043750900424
ZNF382,APBB2,0.0561528871359592
BACH2,FTO,0.0908145740453466
DLX3,FTO,0.0665782051097506
ERG,FTO,0.119351073995458
ETS1,FTO,0.167836610049548
FOXA2,FTO,0.124431601970791
FOXF1,FTO,0.0675395298068788
FOXL2_2,FTO,0.149431362062532
FOXO3,FTO,0.0940508195819764
FOXP1,FTO,0.116287574708355
MAZ,FTO,0.09019289792814
NR5A2_2,FTO,0.0606857230102901
POU2F2,FTO,0.0720258480849231
POU5F1,FTO,0.0589975316515888
PHOX2A,FTO,0.104860375238663
SPI1,FTO,0.0737991269061787
SOX4,FTO,0.150497234472922
ZNF136,FTO,0.0846182081510492
ZNF264,FTO,0.0611685476089327
TCF3,RAB27B,0.0509622597241891
FOXF1,RAB27B,0.07293422687472
FOXL2_2,RAB27B,0.0501165861866729
MYOD1,RAB27B,0.144646828591208
PU.1-IRF,RAB27B,0.0795106812693287
RFX6,RAB27B,0.0674057040587679
SIX1,RAB27B,0.0642299430851488
TCF12,RAB27B,0.108406874441983
TWIST,RAB27B,0.0940140028914482
WT1,RAB27B,0.133136061077936
ZNF263,RAB27B,0.0773999745574215
AR,MBNL2,0.0673097469066291
ESRRA,MBNL2,0.060216573182415
ESRRB,MBNL2,0.0791941161699766
ETS:E-BOX,MBNL2,0.150719946231023
NR1H4,MBNL2,0.0970042778718341
MNT,MBNL2,0.123154004370267
RFX1,MBNL2,0.174694040075998
RFX2,MBNL2,0.24530763436062
RFX3,MBNL2,0.190670379954398
RFX5,MBNL2,0.142100691464815
X-BOX,MBNL2,0.173904351283761
UNKNOWN-ESC-ELEMENT,ADAMTS3,0.221079096276661
NR1H2,ADAMTS3,0.107402012547325
STAT5A,ADAMTS3,0.125587120100658
ZIC3,ADAMTS3,0.133222667959465
ZIC1,ADAMTS3,0.0759620198159301
EWS:ERG-FUSION,PRDM10,0.116817384416814
EWS:FLI1-FUSION,PRDM10,0.0676430256146973
HAND2,PRDM10,0.101658199750569
HNF4A,PRDM10,0.108782229367797
NFKB-P65-REL,PRDM10,0.162797047947326
NR4A1,PRDM10,0.0877577952652444
POU3F1,PRDM10,0.0702642571019304
PAX8,PRDM10,0.0768937158430616
SOX4,PRDM10,0.103902206257865
FOS,ASB2,0.113182934230566
ATF3,ASB2,0.0879978634631655
BACH2,ASB2,0.139837692220341
BATF,ASB2,0.0649738155513947
ESR1,ASB2,0.0595262310154135
ETS1,ASB2,0.0563620994408661
ETS:RUNX,ASB2,0.262192703663965
FRA2,ASB2,0.14970994168753
JUN,ASB2,0.129089147079388
MAFB,ASB2,0.0625097854887983
MAFK,ASB2,0.208536584840726
NFE2,ASB2,0.1799403015979
NFKB-P65-REL,ASB2,0.0617714063065361
NFE2L2_2,ASB2,0.113625435787201
NFKB1,ASB2,0.144374618838064
RELA,ASB2,0.230306761463647
PAX8,ASB2,0.0807870516468348
SIX1,ASB2,0.0620046955582647
ZNF263,ASB2,0.114157232428166
ZNF322,ASB2,0.0984202594773912
ESRRB,ANO4,0.0522227346416576
FOX:EBOX,ANO4,0.063262190076976
FOXO3,ANO4,0.0807587670782385
FOXP1,ANO4,0.138721912740568
NR5A2,ANO4,0.0529889308789857
MAFB,ANO4,0.0951671834536627
MAFK,ANO4,0.0774877502227763
NR5A2_2,ANO4,0.069098103039244
PU.1-IRF,ANO4,0.0795106812693287
SOX2,ANO4,0.0508888600998978
SOX4,ANO4,0.0878005143140955
BATF,RARRES1,0.0698747598918174
ELF3,RARRES1,0.0634534615501493
ERG,RARRES1,0.0544952010351242
ETS1-DISTAL,RARRES1,0.144881520383528
EWS:ERG-FUSION,RARRES1,0.15987210798283
EWS:FLI1-FUSION,RARRES1,0.174003288834657
FOXA1,RARRES1,0.179443568471724
FOXA1_2,RARRES1,0.186064378212541
FOXA2,RARRES1,0.168626065085019
FOXA3,RARRES1,0.0662692955444607
FOXF1,RARRES1,0.080037978092562
FOXL2_2,RARRES1,0.101305636109367
FOXM1,RARRES1,0.104772482694925
FOXO3,RARRES1,0.0807587670782385
FOXP1,RARRES1,0.0771255441150073
HOXB13,RARRES1,0.117191512119612
HOXD13,RARRES1,0.0643833459623501
NR1H2,RARRES1,0.0694752111407983
PAX5,RARRES1,0.0679607010586844
RFX5,RARRES1,0.0583237277757293
SPIB,RARRES1,0.139050750070096
FOS,KCNMA1-AS3,0.079326013424774
ATF3,KCNMA1-AS3,0.102428837366437
BATF,KCNMA1-AS3,0.060394053006438
CTCFL,KCNMA1-AS3,0.0820394619559019
MYC,KCNMA1-AS3,0.0638997616542203
FOSL1,KCNMA1-AS3,0.0539942018479826
FRA2,KCNMA1-AS3,0.181701600384936
HAND2,KCNMA1-AS3,0.112162936585357
JUN,KCNMA1-AS3,0.134944111218024
JUNB,KCNMA1-AS3,0.0533946741842842
KLF14,KCNMA1-AS3,0.202550190960823
KLF3,KCNMA1-AS3,0.124989287173508
KLF5,KCNMA1-AS3,0.080248885134017
KLF6,KCNMA1-AS3,0.0568881106018904
KLF9,KCNMA1-AS3,0.195718298860977
NFE2,KCNMA1-AS3,0.113985596523274
MYCN,KCNMA1-AS3,0.0628647451368443
NFE2L2_2,KCNMA1-AS3,0.062510837394242
PU.1-IRF,KCNMA1-AS3,0.0527018775712475
SP1,KCNMA1-AS3,0.233259752239974
SP2,KCNMA1-AS3,0.216505119211644
SP5,KCNMA1-AS3,0.240816816264845
TWIST,KCNMA1-AS3,0.186887143587062
WT1,KCNMA1-AS3,0.0954753333094655
ZNF165,KCNMA1-AS3,0.068813328859967
ZNF467,KCNMA1-AS3,0.066230375043045
FOS,IL1RAPL1,0.094718721099513
ATF3,IL1RAPL1,0.0805350034146942
ATF4,IL1RAPL1,0.0934077547207486
BATF,IL1RAPL1,0.0985096714401028
DDIT3,IL1RAPL1,0.087875783992509
FRA2,IL1RAPL1,0.129239102044301
JUN,IL1RAPL1,0.0827784255300773
JUNB,IL1RAPL1,0.0552007958310589
KLF10,IL1RAPL1,0.288846701944253
KLF9,IL1RAPL1,0.150442593829043
NFE2L2,IL1RAPL1,0.0587252050200618
OCT:OCT_2,IL1RAPL1,0.0858333926952487
OCT:OCT_3,IL1RAPL1,0.0806760171833368
POU1F1,IL1RAPL1,0.0631578761204792
ZBTB18,IL1RAPL1,0.160003771480863
ZNF652,IL1RAPL1,0.0947175523156868
IRF:BATF,ANKFN1,0.0643458864407173
NPAS2,ANKFN1,0.091336903537318
OCT4-SOX2-TCF-NANOG,ANKFN1,0.148638517553964
PAX5,ANKFN1,0.0873575452439295
PAX8,ANKFN1,0.156413501323248
USF1,ANKFN1,0.0751808631456254
FOS,LBR,0.0515387039073181
ATF3,LBR,0.0609384140735352
BACH2,LBR,0.11391564481127
FOXF1,LBR,0.150695051135523
FOXK2,LBR,0.110221528210689
FOXL2_2,LBR,0.188855317111352
FRA2,LBR,0.0631703821074206
JUN,LBR,0.0647391821982659
RORA,LBR,0.0556113311500451
DMC1,TXK,0.0686994308760945
IRF3,TXK,0.0740023784135716
NFAT:AP1,TXK,0.0775869799696289
PPARG,TXK,0.102886416234432
PRDM9,TXK,0.0579443989849051
RBPJ:EBOX,TXK,0.0588451806798311
RXRA,TXK,0.0694216808415539
ZNF322,TXK,0.196951541115293
FOS,MTMR7,0.113586749042551
ATF3,MTMR7,0.0859600888620192
BACH2,MTMR7,0.0671389875896073
BATF,MTMR7,0.0678240702293904
FRA2,MTMR7,0.0937233847930398
JUN,MTMR7,0.0974291892318838
RUNX-AML,MTMR7,0.0772353513554878
SLUG,MTMR7,0.0667393219602054
TEAD,MTMR7,0.0525904924726016
ZBTB18,MTMR7,0.0649231487725248
ATF3,C1QTNF7,0.0635337569990158
BATF,C1QTNF7,0.0670245636530129
DUX4,C1QTNF7,0.110389774642484
ETS:E-BOX,C1QTNF7,0.0865450067278888
GFY,C1QTNF7,0.0646256348495412
HOXA2,C1QTNF7,0.100256243550928
PAX3:FKHR-FUSION,C1QTNF7,0.0879871690911549
SP5,C1QTNF7,0.0731457767472795
ZNF143,C1QTNF7,0.135521957941745
ZNF136,C1QTNF7,0.0783888825528502
BCL6,ZNF833P,0.0524792242523382
CTCFL,ZNF833P,0.265695607230564
CTCF,ZNF833P,0.217822455462262
UNKNOWN-ESC-ELEMENT,ZNF833P,0.0970378219676488
EWS:ERG-FUSION,ZNF833P,0.115316081591938
EWS:FLI1-FUSION,ZNF833P,0.0668757774719255
NR1H4,ZNF833P,0.0756401367501683
KLF14,ZNF833P,0.143681822225027
KLF3,ZNF833P,0.116491118411704
NR5A2,ZNF833P,0.0752761774666598
NR5A2_2,ZNF833P,0.114412494815829
SP1,ZNF833P,0.201464975178107
SP2,ZNF833P,0.179353338360334
SP5,ZNF833P,0.0893773205741509
TBOX:SMAD,ZNF833P,0.138925748639874
ZIC3,ZNF833P,0.0661589039120671
ZNF382,ZNF833P,0.17371892372972
ZNF415,ZNF833P,0.104972169411648
FOS,ZMAT4,0.05020179052761
ATF3,ZMAT4,0.0841012550646787
BATF,ZMAT4,0.0655639345052914
POU3F3,ZMAT4,0.154170196086247
CDX2,ZMAT4,0.0571354836987259
FRA2,ZMAT4,0.103146003122252
HOXA10,ZMAT4,0.08021212688268
HOXD12,ZMAT4,0.0739685421218003
JUN,ZMAT4,0.0775571759820583
MITF,ZMAT4,0.116392589935147
NFKB-P65-REL,ZMAT4,0.0673259930018146
POU5F1,ZMAT4,0.12118466206215
POU3F1,ZMAT4,0.200887303771961
RELA,ZMAT4,0.161398247464016
TFE3,ZMAT4,0.150938684124114
BACH2,SLMAP,0.0521259593408404
CEBP:CEBP,SLMAP,0.051927616725518
NFE2,SLMAP,0.151144506955925
NFE2L2_2,SLMAP,0.104979474310562
OCT4-SOX2-TCF-NANOG,SLMAP,0.0915775561271523
SOX4,SLMAP,0.052495528786715
FOS,MDGA2,0.113182934230566
ATF3,MDGA2,0.0815964928857359
BACH1,MDGA2,0.274371255816391
BACH2,MDGA2,0.141018339202474
BATF,MDGA2,0.0649738155513947
CDX2,MDGA2,0.136868338470446
FRA2,MDGA2,0.0702087983093726
HOXB13,MDGA2,0.1516634469748
HOXD12,MDGA2,0.0714779222271557
HOXD13,MDGA2,0.0784134270132025
JUN,MDGA2,0.0814194221360521
NR1H2,MDGA2,0.26113150638888
NFE2L2,MDGA2,0.231807070822271
NFE2,MDGA2,0.18953438051443
NFE2L2_2,MDGA2,0.185625149250619
RELA,MDGA2,0.0938987023669841
PSE,MDGA2,0.0584917404507593
STAT1,MDGA2,0.0829114331295097
STAT3,MDGA2,0.103893265061594
STAT4,MDGA2,0.060990541832188
TBOX:SMAD,MDGA2,0.0530061704404236
TEAD2,MDGA2,0.0841654212967422
TEAD,MDGA2,0.0739212063768354
POU3F3,LOC101928461,0.118147811046287
ESRRA,LOC101928461,0.0870802512811409
MYOG,LOC101928461,0.104208427620355
NR5A2_2,LOC101928461,0.0557474360266172
POU2F2,LOC101928461,0.136206865263954
POU5F1,LOC101928461,0.13832639629375
POU3F1,LOC101928461,0.106315394224018
RARG,LOC101928461,0.204644184064014
ZNF467,LOC101928461,0.110471764827899
SPI1,ANP32B,0.0732807712792166
ZNF415,ANP32B,0.148744350929435
FOS,CDK6,0.05111519508786
BACH2,CDK6,0.193215056101009
BCL6,CDK6,0.123891799160616
T,CDK6,0.0757357432671592
CHR,CDK6,0.0535159355062624
EOMES,CDK6,0.0709176657000209
ETS1,CDK6,0.0563620994408661
ETS:RUNX,CDK6,0.304773310070844
MAFA,CDK6,0.185075353338729
MAFB,CDK6,0.11205727852746
MAFK,CDK6,0.170987885002006
NFAT:AP1,CDK6,0.0594604284859931
NFE2,CDK6,0.0501110929026894
NFE2L2_2,CDK6,0.0570827131089687
PAX3:FKHR-FUSION,CDK6,0.0654382318047732
RBPJ:EBOX,CDK6,0.0671753367666051
STAT1,CDK6,0.0558232316577525
