Source,Target,Weight
PRDM15,ZNF32,0.0662706980850523
FOS,GDNF,0.0659250302684254
ATF3,GDNF,0.0827788346044165
BATF,GDNF,0.0559884976907907
FRA2,GDNF,0.0560438396049658
HNF4A,GDNF,0.105119202416996
JUN,GDNF,0.0727615975035762
OCT4-SOX2-TCF-NANOG,GDNF,0.0991091991038011
PPARA,GDNF,0.0507714557645464
SOX4,GDNF,0.0802234056466038
ZNF528,GDNF,0.0556881202474328
ATF3,FAM19A4,0.0786769877660321
BATF,FAM19A4,0.0624448011080563
CHR,FAM19A4,0.0680303021355403
EHF,FAM19A4,0.0653994281817403
ELF3,FAM19A4,0.1270402105927
ELF4,FAM19A4,0.0615074949185585
ELF5,FAM19A4,0.123199703817875
EWS:FLI1-FUSION,FAM19A4,0.0582021742577946
FRA2,FAM19A4,0.0515159710618967
GATA,FAM19A4,0.0984545048435016
HOXA1,FAM19A4,0.0922699436658498
HOXA2,FAM19A4,0.15638913218047
HOXD13,FAM19A4,0.0809546552475257
JUN,FAM19A4,0.0505019342142027
MAFF,FAM19A4,0.104097042521709
MITF,FAM19A4,0.05743346513524
NFE2L2,FAM19A4,0.172550607416955
NKX3-1,FAM19A4,0.0540453945795743
NPAS2,FAM19A4,0.0783963043301472
PAX7_3,FAM19A4,0.0535890429345972
PDX1,FAM19A4,0.119387306294073
CEBP:CEBP,SIM1,0.0941019538743769
FOXO3,SIM1,0.0807587670782385
FOXP1,SIM1,0.140992742836678
HRE,SIM1,0.114507166305758
SOX2,SIM1,0.0508888600998978
SOX4,SIM1,0.0550361141899337
FOXA2,ADGRB3,0.0756065926543536
FOXK2,ADGRB3,0.127871858724301
FOXO3,ADGRB3,0.0807587670782385
FOXP1,ADGRB3,0.117771696410985
IRF1,ADGRB3,0.0693287625273634
KLF10,ADGRB3,0.0567114489265458
MAFA,ADGRB3,0.0545736848690599
TP53,ADGRB3,0.0957328163863984
P53_2,ADGRB3,0.0957328163863984
TP63,ADGRB3,0.0978216084015626
P73,ADGRB3,0.139621350334094
RUNX,ADGRB3,0.0911989870458152
SLUG,ADGRB3,0.0991938190528249
ZNF143,ADGRB3,0.083026383018826
EHF,PARVA,0.114341666515955
ELF3,PARVA,0.158848779303717
ELF4,PARVA,0.093565248341342
ELF5,PARVA,0.159236348020517
ERG,PARVA,0.163921067353075
ETS1,PARVA,0.196263419637561
ETS1-DISTAL,PARVA,0.205242542943886
ETS,PARVA,0.0599959652352018
ETV1,PARVA,0.104497467860598
EWS:ERG-FUSION,PARVA,0.0609028830452158
EWS:FLI1-FUSION,PARVA,0.13903315987351
GABPA,PARVA,0.0614457831325301
HNF4A,PARVA,0.0669820199217357
POU2F2,PARVA,0.148483244622641
POU5F1,PARVA,0.220153828560574
OCT4-SOX2-TCF-NANOG,PARVA,0.277277378361284
OCT:OCT_3,PARVA,0.148574468200283
PRDM1,PARVA,0.0603546065523005
SPI1,PARVA,0.159248854007458
SP5,PARVA,0.115946172952694
SPDEF,PARVA,0.084926358006852
SPIB,PARVA,0.116403342746349
TCF7L1,PARVA,0.0972520600430087
ZFX,PARVA,0.0507907991368716
ZNF519,PARVA,0.0883186946234837
ZSCAN22,PARVA,0.18943795584876
IRF:BATF,LINC02567,0.246575764812151
BZIP:IRF,LINC02567,0.295236852196951
CDX2,LINC02567,0.0635381983775558
NFKB-P65-REL,LINC02567,0.268969662923975
RELA,LINC02567,0.124735485765628
PAX6,LINC02567,0.102989269211146
PAX8,LINC02567,0.16685664325039
PGR,LINC02567,0.125633696136136
TFAP2C,KCNQ3,0.104728477983865
TFAP2A,KCNQ3,0.0918204878454479
ATF3,KCNQ3,0.0657165776730055
CTCFL,KCNQ3,0.235346089809103
CHR,KCNQ3,0.0896346283335098
CTCF,KCNQ3,0.170313672051807
EWS:ERG-FUSION,KCNQ3,0.116817384416814
EWS:FLI1-FUSION,KCNQ3,0.0676430256146973
FRA2,KCNQ3,0.0546539803179264
GLIS3,KCNQ3,0.0619194327781364
HOXB13,KCNQ3,0.109563210720528
JUN,KCNQ3,0.0558339260297631
KLF10,KCNQ3,0.16905056737073
NFAT:AP1,KCNQ3,0.142094847545683
PRDM14,KCNQ3,0.0506331886378957
TBOX:SMAD,KCNQ3,0.0763391279174843
VDR,KCNQ3,0.304999586619615
ZIC3,KCNQ3,0.0657827308375739
ZNF415,KCNQ3,0.178529287323604
FOS,DNAJB8-AS1,0.094718721099513
ATF3,DNAJB8-AS1,0.0804357736678417
BATF,DNAJB8-AS1,0.0985096714401028
EOMES,DNAJB8-AS1,0.0604403368459594
ETS1,DNAJB8-AS1,0.0765776766964313
FOXO3,DNAJB8-AS1,0.0807587670782385
FRA2,DNAJB8-AS1,0.0887551769434138
HAND2,DNAJB8-AS1,0.111937185989308
HOXC9,DNAJB8-AS1,0.0796086253539724
IRF8,DNAJB8-AS1,0.0828353453024178
JUN,DNAJB8-AS1,0.0874178544893663
JUNB,DNAJB8-AS1,0.0552007958310589
IRF8_2,DNAJB8-AS1,0.129489572418277
SPI1,DNAJB8-AS1,0.139517270134362
TBX20,DNAJB8-AS1,0.186684943985112
FOS,C8B,0.100736555264344
ATF3,C8B,0.116503682837837
BATF,C8B,0.114031471288456
EBF1,C8B,0.0518865339740238
FOSL1,C8B,0.0751761295711289
FRA2,C8B,0.154712102707309
HAND2,C8B,0.053451068003903
JUN,C8B,0.117836680791727
JUNB,C8B,0.0804784342775015
RFX5,C8B,0.06689108854005
RFX6,C8B,0.230825350847374
SOX2,C8B,0.0985752986519493
SOX4,C8B,0.0612639788083498
STAT6,C8B,0.134989635348058
STAT6_2,C8B,0.0531799101562024
TEAD1,C8B,0.0674958757309666
ZEB2,C8B,0.107452387130238
ZFX,C8B,0.0507907991368716
ZNF322,C8B,0.12748113429117
ZNF675,C8B,0.173563066406483
FOS,KANK1,0.0705334280171263
BATF,KANK1,0.0539377495891725
POU3F3,KANK1,0.0879822017598931
COUP-TFII,KANK1,0.0557685910138732
ELF3,KANK1,0.0514211826935842
FRA2,KANK1,0.0911344117394124
HAND2,KANK1,0.218017174847723
HOXB13,KANK1,0.0904194082336761
HOXC9,KANK1,0.106899318623635
JUN,KANK1,0.082516968588135
MEF2D,KANK1,0.0756136053573114
OCT4-SOX2-TCF-NANOG,KANK1,0.292068980514159
POU3F1,KANK1,0.132744050982597
PRDM9,KANK1,0.128280056475635
SPDEF,KANK1,0.0547616253083282
THRB,KANK1,0.061945905731802
VDR,KANK1,0.130524647374844
ZIC3,KANK1,0.0575469540447733
FOS,FBXO8,0.113586749042551
ATF3,FBXO8,0.0857912580383108
BACH1,FBXO8,0.191223448461001
BACH2,FBXO8,0.193215056101009
BATF,FBXO8,0.0678240702293904
CEBP:CEBP,FBXO8,0.133245167048121
FRA2,FBXO8,0.136035813750975
IRF3,FBXO8,0.0989820938626915
JUN,FBXO8,0.109851900325623
MAFA,FBXO8,0.185075353338729
MAFB,FBXO8,0.253415838398781
MAFK,FBXO8,0.207755603487995
NFE2L2,FBXO8,0.150684882716234
NFE2,FBXO8,0.268485318906358
NFE2L2_2,FBXO8,0.224247961425705
PAX7_2,FBXO8,0.158928139725523
PHOX2A,FBXO8,0.172965759432055
PHOX2B,FBXO8,0.215097669728019
PROP1,FBXO8,0.0541958754972099
IRF8_2,FBXO8,0.0933669057260196
PU.1-IRF,FBXO8,0.0992911787455554
SIX1,FBXO8,0.0516431347421977
SIX4,FBXO8,0.0710126878250988
TCF7,FBXO8,0.108981273253416
ZEB2,FBXO8,0.0550359388723598
ZNF7,FBXO8,0.102536307039265
ERG,MKLN1-AS,0.122710041833849
ETS1,MKLN1-AS,0.077713617697208
ETS1-DISTAL,MKLN1-AS,0.126190680068557
EWS:ERG-FUSION,MKLN1-AS,0.169270006534117
EWS:FLI1-FUSION,MKLN1-AS,0.148474069669605
IRF8,MKLN1-AS,0.0695098071420566
PBX1,MKLN1-AS,0.0632828191115102
IRF8_2,MKLN1-AS,0.0931942179156844
PU.1-IRF,MKLN1-AS,0.0989477900573897
RFX1,MKLN1-AS,0.0715216931814505
RFX2,MKLN1-AS,0.116370616799213
RFX3,MKLN1-AS,0.115769803473306
X-BOX,MKLN1-AS,0.0665713092851755
FOS,PGBD5,0.079326013424774
ATF3,PGBD5,0.0656252372169806
BATF,PGBD5,0.0670245636530129
FRA2,PGBD5,0.0524643806977443
GATA2,PGBD5,0.100178811622436
GATA1,PGBD5,0.109654960250892
JUN,PGBD5,0.055510874180175
POU2F2,PGBD5,0.151986791020345
POU5F1,PGBD5,0.127589480551868
STAT1,PGBD5,0.104654961481191
STAT3+IL21,PGBD5,0.0843391025733297
STAT3,PGBD5,0.0808407572636531
STAT4,PGBD5,0.0717546902372225
STAT5A,PGBD5,0.0585514068650917
THRA,PGBD5,0.0528233142107996
ZIC3,PGBD5,0.0713620373107786
ZNF317,PGBD5,0.0537839960768233
ATF3,GRHL1,0.0508633806124845
BACH1,GRHL1,0.0604328566294711
FOXA2,GRHL1,0.09092140088707
FOXK2,GRHL1,0.107358416910604
HOXC9,GRHL1,0.050521686660867
NFE2L2_2,GRHL1,0.146030376445586
PRDM10,GRHL1,0.0601361024159746
SLUG,GRHL1,0.0592358466737704
SOX4,GRHL1,0.068597220730485
ZFP281,GRHL1,0.198493692934899
ZNF467,GRHL1,0.0781661123555583
FOS,SNORD153,0.05020179052761
ATF3,SNORD153,0.0861927352826433
BATF,SNORD153,0.0655639345052914
BCL6,SNORD153,0.0506140205831444
FOXF1,SNORD153,0.0847336839930872
FRA2,SNORD153,0.105418235758954
HOXA1,SNORD153,0.0581198918764233
JUN,SNORD153,0.0816521269958676
STAT6,SNORD153,0.0638888919646358
STAT6_2,SNORD153,0.081847898286772
CTCFL,FAM135B,0.253341094673089
CTCF,FAM135B,0.371003263736563
ESRRA,FAM135B,0.101858003345674
ESRRB,FAM135B,0.124876090459931
HAND2,FAM135B,0.201183006080013
NR5A2,FAM135B,0.134108021707884
NEUROD1,FAM135B,0.132961503213479
NEUROG2,FAM135B,0.0865762132560509
NR5A2_2,FAM135B,0.137627580444007
NFKB1,FAM135B,0.0545410758003062
RELA,FAM135B,0.0562676032685102
SLUG,FAM135B,0.0974534999354709
TWIST,FAM135B,0.131784946974738
ZIC3,FAM135B,0.0757850659446289
GFY,TMA16,0.139427215340546
HAND2,TMA16,0.088415294606727
PRDM15,TMA16,0.0743179500466714
PRDM9,TMA16,0.0703318128070902
DUX4,LINC01614,0.0709770399183967
ERG,LINC01614,0.0560269506786759
ETS1-DISTAL,LINC01614,0.14492470694591
ETS:E-BOX,LINC01614,0.091914458065082
EWS:FLI1-FUSION,LINC01614,0.0921707723581887
NKX3-1,LINC01614,0.0745160589052285
OCT4-SOX2-TCF-NANOG,LINC01614,0.0892804868341423
PAX7,LINC01614,0.189972323814143
RFX1,LINC01614,0.105707977269492
ZNF143,LINC01614,0.146473462394134
X-BOX,LINC01614,0.141724985903852
FOS,EIF2AK3,0.0743870251708055
ATF3,EIF2AK3,0.103483956965626
ATF7,EIF2AK3,0.051251475282006
BATF,EIF2AK3,0.114031471288456
ESRRA,EIF2AK3,0.168025018002347
FOSL1,EIF2AK3,0.0545963592752901
FRA2,EIF2AK3,0.145415537713763
GATA,EIF2AK3,0.143058568249655
JUN,EIF2AK3,0.109552341030944
C-JUN-CRE,EIF2AK3,0.17333491980359
JUND,EIF2AK3,0.143568742389833
NR4A1,EIF2AK3,0.0854151434030088
PPARG,EIF2AK3,0.0920901847133656
RBPJ:EBOX,EIF2AK3,0.103381805259207
SIX1,EIF2AK3,0.0554052745614693
BACH2,LINC02275,0.0908145740453466
IRF8,LINC02275,0.058482390180149
KLF3,LINC02275,0.0947154485047995
KLF5,LINC02275,0.088154655813463
KLF6,LINC02275,0.115842969340832
MAFA,LINC02275,0.0895898639129627
NFAT:AP1,LINC02275,0.0704837547045087
NFATC1,LINC02275,0.14491360349956
NKX3-1,LINC02275,0.0745160589052285
IRF8_2,LINC02275,0.155074075058313
PU.1-IRF,LINC02275,0.123881806058902
SP2,LINC02275,0.0799351835550393
VDR,LINC02275,0.0850452817611776
WT1,LINC02275,0.152221307495091
ZNF165,LINC02275,0.155067471429694
ISRE,ANO4,0.0659129917950145
MEF2C,ANO4,0.0907615112596327
PRDM1,ANO4,0.0815343720253683
RFX1,ANO4,0.0512207947065657
RFX2,ANO4,0.101951506051778
RFX3,ANO4,0.126673212471243
RFX5,ANO4,0.0557021456533483
WT1,ANO4,0.0668597066943139
ZIC1,ANO4,0.0635149395794126
FOXA1:AR,TSKS,0.207185762933485
AR-HALFSITE,TSKS,0.0621677993412243
E2F1,TSKS,0.0920661662057352
E2F3,TSKS,0.152669828288432
E2F7,TSKS,0.0798026434691374
KLF14,TSKS,0.164755169930711
KLF3,TSKS,0.108987760003652
SP1,TSKS,0.216483087636519
SP2,TSKS,0.124745946380873
SP5,TSKS,0.137511578649248
IRF:BATF,EGF,0.0884128401606918
BZIP:IRF,EGF,0.083294092954239
TCF3,EGF,0.0509622597241891
FOXF1,EGF,0.118649686821298
FOXL2_2,EGF,0.09929316567806
GRE,EGF,0.133785028297487
HNF1A,EGF,0.0654785548467804
IRF1,EGF,0.0505599643311782
MYOD1,EGF,0.10636214557707
PR,EGF,0.0516468164112504
RBPJ,EGF,0.076990140508731
RFX5,EGF,0.0840480754005822
RFX6,EGF,0.409765862457273
RORG,EGF,0.0569194924476264
ZNF143,EGF,0.1691759194361
TEAD3,EGF,0.0704285296687162
ATF4,NEDD4L,0.0597546113750717
DDIT3,NEDD4L,0.074296911937798
GATA2,NEDD4L,0.0864189533922228
GATA6,NEDD4L,0.0507927860693763
GATA1,NEDD4L,0.106149660677449
KLF3,NEDD4L,0.0801965820577903
SP5,NEDD4L,0.0731457767472795
TEAD1,NEDD4L,0.062974961451664
VDR,NEDD4L,0.0698635980062763
FOS,RHOF,0.114010257862009
ATF3,RHOF,0.0837140369830269
BACH2,RHOF,0.0683196345717398
BATF,RHOF,0.0655639345052914
FRA2,RHOF,0.10039947800884
JUN,RHOF,0.081633835528986
PITX1:EBOX,RHOF,0.0897450784050948
RBPJ:EBOX,RHOF,0.0535840756033354
FOS,ADGRV1,0.094718721099513
BATF,ADGRV1,0.0544083603968304
EHF,ADGRV1,0.0852179695715128
ELF3,ADGRV1,0.142753924745331
ELF4,ADGRV1,0.093565248341342
ELF5,ADGRV1,0.0808520360275769
ERG,ADGRV1,0.163921067353075
ETS1,ADGRV1,0.196263419637561
ETS1-DISTAL,ADGRV1,0.205242542943886
ETS,ADGRV1,0.0599959652352018
ETV1,ADGRV1,0.104497467860598
EWS:ERG-FUSION,ADGRV1,0.0609028830452158
EWS:FLI1-FUSION,ADGRV1,0.13903315987351
FRA2,ADGRV1,0.0678721656838425
GABPA,ADGRV1,0.0614457831325301
HOXA2,ADGRV1,0.0518298479584484
HOXB4,ADGRV1,0.0737716020470695
IRF3,ADGRV1,0.0684194487105054
JUN,ADGRV1,0.0585943596707081
MYF5,ADGRV1,0.144427506306204
MYOD1,ADGRV1,0.0501150083285075
MYOG,ADGRV1,0.104208427620355
PDX1,ADGRV1,0.0814177858386953
PTF1A,ADGRV1,0.0692844071811554
IRF8_2,ADGRV1,0.0614369003754502
PU.1-IRF,ADGRV1,0.0846736669436069
SPI1,ADGRV1,0.159248854007458
SPDEF,ADGRV1,0.0652932441711212
TCF12,ADGRV1,0.0525652467419536
TCF21,ADGRV1,0.0815580398978508
ZFP281,ADGRV1,0.142864725452064
ZNF263,ADGRV1,0.0653278986115709
TFAP2C,LOC105370586,0.0541772918343718
TFAP2A,LOC105370586,0.09916115154488
SOX2,LOC105370586,0.119788666660023
SOX4,LOC105370586,0.134395542529152
ZNF165,LOC105370586,0.182926544274085
ATF4,MIR4713HG,0.118807414198657
DDIT3,MIR4713HG,0.128193800229254
ETS1,MIR4713HG,0.115492158875369
GATA1,MIR4713HG,0.0662003957379006
KLF3,MIR4713HG,0.0915863220058496
MAFA,MIR4713HG,0.0545736848690599
SPI1,MIR4713HG,0.242112763771442
RFX6,MIR4713HG,0.140730409306866
SPIB,MIR4713HG,0.18219114549058
TBOX:SMAD,MIR4713HG,0.0817153582008701
TBX20,MIR4713HG,0.0969343261598304
TEAD1,MIR4713HG,0.116121490526638
ZNF528,MIR4713HG,0.125849395191279
FOS,MYLK4,0.094718721099513
ATF3,MYLK4,0.0805350034146942
IRF:BATF,MYLK4,0.0533052037823813
BATF,MYLK4,0.0985096714401028
POU3F2,MYLK4,0.178090058361682
CEBP:AP1,MYLK4,0.0979724399543461
FRA2,MYLK4,0.129239102044301
JUN,MYLK4,0.0827784255300773
JUNB,MYLK4,0.0552007958310589
OCT4-SOX2-TCF-NANOG,MYLK4,0.119054611977918
OCT:OCT_3,MYLK4,0.230013221405673
POU1F1,MYLK4,0.113969058232132
ZNF652,MYLK4,0.153832885073979
IRF1,SLC1A3,0.0779600557669824
IRF3,SLC1A3,0.185501082847458
IRF8,SLC1A3,0.16225181029236
IRF8_2,SLC1A3,0.251488163234072
PU.1-IRF,SLC1A3,0.114320628407082
T1ISRE,SLC1A3,0.120830228366826
ZEB2,SLC1A3,0.136377098628254
ZNF382,SLC1A3,0.102588025723579
ZNF528,SLC1A3,0.0898336137799367
ATOH1,LINC00668,0.057442932284233
MYC,LINC00668,0.0594255402887781
COUP-TFII,LINC00668,0.0562712849375629
EGR2,LINC00668,0.0875758740626815
ESRRA,LINC00668,0.132424096410148
KLF14,LINC00668,0.150965566152119
KLF3,LINC00668,0.200186033476183
KLF5,LINC00668,0.088154655813463
KLF6,LINC00668,0.187174547529948
KLF9,LINC00668,0.12559430812119
MYBL1,LINC00668,0.0655432470315658
MYF5,LINC00668,0.115911869147392
MYOD1,LINC00668,0.108543154636129
MYOG,LINC00668,0.104208427620355
MYCN,LINC00668,0.0717816891436099
SP1,LINC00668,0.361771916880523
SP2,LINC00668,0.244842867472094
SP5,LINC00668,0.15046333974196
TCF21,LINC00668,0.0790615760840747
TCF4,LINC00668,0.0508246938678341
ZFP281,LINC00668,0.0635295493772412
ZNF415,LINC00668,0.090493100053924
ZNF467,LINC00668,0.137647975721776
DUX4,GABRB3,0.171007695887862
EHF,GABRB3,0.0523271654765371
ELF1,GABRB3,0.1470631138345
ELF4,GABRB3,0.0909846905312639
ETS,GABRB3,0.196888368349482
ETV1,GABRB3,0.132101745830856
EWS:FLI1-FUSION,GABRB3,0.0566927483853252
GABPA,GABRB3,0.107155048524829
GLIS3,GABRB3,0.0903106528986393
KLF10,GABRB3,0.136004256587666
KLF14,GABRB3,0.127538521577041
KLF3,GABRB3,0.158283555445321
KLF5,GABRB3,0.0955257078923788
KLF6,GABRB3,0.226713394028893
KLF9,GABRB3,0.11038334633144
SP1,GABRB3,0.315006246226827
SP2,GABRB3,0.213405270747543
FOS,LINC02351,0.0901102649116208
ATF3,LINC02351,0.124526857852634
BATF,LINC02351,0.101628804837338
CHR,LINC02351,0.070765080971498
EWS:ERG-FUSION,LINC02351,0.116817384416814
EWS:FLI1-FUSION,LINC02351,0.0676430256146973
FOSL1,LINC02351,0.0564145778346668
FRA2,LINC02351,0.116723998589093
HOXA1,LINC02351,0.151634811771056
HOXA2,LINC02351,0.150242498037981
HOXB13,LINC02351,0.164361289781249
HOXD13,LINC02351,0.0807560204362467
JUN,LINC02351,0.0950823881870649
JUNB,LINC02351,0.0552007958310589
NFKB-P65-REL,LINC02351,0.162797047947326
POU3F1,LINC02351,0.0909583344559809
PBX2,LINC02351,0.104101659217823
PDX1,LINC02351,0.167994454305289
ZNF692,LINC02351,0.109132747637304
EBF1,LOC101927023,0.0644000011318748
EWS:ERG-FUSION,LOC101927023,0.115316081591938
EWS:FLI1-FUSION,LOC101927023,0.0668757774719255
FOXH1,LOC101927023,0.063738177290235
KLF10,LOC101927023,0.130029901181173
NR4A1,LOC101927023,0.220900213912046
RORA,LOC101927023,0.159654831069522
RORG,LOC101927023,0.0743398063042231
ZNF467,LOC101927023,0.0559399931619995
ZNF652,LOC101927023,0.0859638874094546
ATF1,POU2F2,0.0710898275576343
ATF3,POU2F2,0.0503764652704498
IRF1,POU2F2,0.0693287625273634
STAT1,POU2F2,0.0648347887152568
STAT5A,POU2F2,0.0940070486276817
FOS,LOC100130331,0.0761278118016901
AR-HALFSITE,LOC100130331,0.0950712847407151
ATF3,LOC100130331,0.0857020798323644
ATF4,LOC100130331,0.12732288096109
BATF,LOC100130331,0.0647049368321554
POU3F2,LOC100130331,0.0507435802702893
CEBP:CEBP,LOC100130331,0.130923436416376
DDIT3,LOC100130331,0.119947153746869
ETS1-DISTAL,LOC100130331,0.0658728440705813
EWS:ERG-FUSION,LOC100130331,0.0529457443166041
EWS:FLI1-FUSION,LOC100130331,0.101611682154283
FRA2,LOC100130331,0.136480185361733
JUN,LOC100130331,0.0945779410876357
NR1D1,LOC100130331,0.171766762543849
ZNF415,LOC100130331,0.107311607118361
FOS,TRIM32,0.0885741907679119
BACH1,TRIM32,0.0629067044762083
BACH2,TRIM32,0.139837692220341
TCF3,TRIM32,0.0705989383505901
FRA2,TRIM32,0.106660243891967
GATA_2,TRIM32,0.0700125010657463
IRF3,TRIM32,0.0622482116684733
IRF8,TRIM32,0.054442255127793
JUN,TRIM32,0.0838221494869593
MAFB,TRIM32,0.145965567382418
MAFK,TRIM32,0.200927568374777
MYF5,TRIM32,0.0730053473705501
MYOG,TRIM32,0.104208427620355
NEUROG2,TRIM32,0.0633801203650494
NFE2L2,TRIM32,0.0823587736972458
PITX1:EBOX,TRIM32,0.0804699605947608
PU.1-IRF,TRIM32,0.0817287992148726
RBPJ:EBOX,TRIM32,0.129337864277623
TCF12,TRIM32,0.0515392882992313
TCF21,TRIM32,0.0686269078396729
FOS,LINC01085,0.113586749042551
ATF3,LINC01085,0.658517306059086
BACH1,LINC01085,0.188396335702766
BACH2,LINC01085,0.219137161949271
BATF,LINC01085,0.61518832736823
CHR,LINC01085,0.0659195954236331
ETS:RUNX,LINC01085,0.140100025750153
FRA2,LINC01085,0.737033398428441
GATA1,LINC01085,0.0535376748854315
JUN,LINC01085,0.684404874345281
MAFA,LINC01085,0.107852987786701
MAFK,LINC01085,0.0955679009885081
NFE2L2,LINC01085,0.187628970681611
NFE2,LINC01085,0.325919765204863
NFE2L2_2,LINC01085,0.357695783286317
OCT4-SOX2-TCF-NANOG,LINC01085,0.711061677706753
OCT:OCT_3,LINC01085,0.273568768841257
TP53,LINC01085,0.098545903738718
P53_2,LINC01085,0.098545903738718
TP63,LINC01085,0.115047845703803
P73,LINC01085,0.0562961800330631
RFX5,LINC01085,0.0753347919755486
RFX6,LINC01085,0.188273788718579
SOX15,LINC01085,0.0676970234274721
TCF21,LINC01085,0.0798882568844136
X-BOX,LINC01085,0.0888468680345867
ZBTB18,LINC01085,0.0916670265290552
FOS,HSPA8,0.076551262181957
ATF3,HSPA8,0.0875569982038869
BATF,HSPA8,0.060394053006438
EHF,HSPA8,0.0534278676449511
ELF3,HSPA8,0.110941674365261
ELF5,HSPA8,0.0727311506849012
FRA2,HSPA8,0.12847454210433
JUN,HSPA8,0.0997974374599153
JUNB,HSPA8,0.0533946741842842
MAFB,HSPA8,0.0966215596079136
NEUROD1,HSPA8,0.170990923839954
